N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare
145,95,55,5.36,57.08,Loamy,1.06,12.06,40.72,2638.87,8.11,10.36,East,1633,Rabi,Cotton,Sprinkler,270.7,10.41,9.06
91,36,89,5.6,27.36,Sandy,1.05,33.85,34.18,2258.05,7.41,1.84,North,1753,Rabi,Rice,Rainfed,229.85,15.52,10.13
173,95,52,6.17,53.37,Sandy,0.47,18.52,66.08,2603.02,6.12,2.71,East,1264,Rabi,Rice,Rainfed,281.26,9.61,11.51
165,92,124,5.94,35.7,Sandy,1.14,25.29,36.23,2524.99,8.11,12.68,North,715,Zaid,Maize,Canal,310.31,23.43,11.8
118,92,76,7.49,31.79,Loamy,0.71,20.15,73.21,1300.88,9.6,8.98,North,2020,Zaid,Potato,Sprinkler,231.06,17.66,24.83
125,31,74,6.59,23.64,Clay,1.4,33.21,63.21,1223.19,7.93,10.18,North,416,Rabi,Rice,Sprinkler,314.09,21.78,10.84
155,86,126,6.76,61.71,Clay,1.06,16.85,43.95,2243.47,5.22,3.86,West,239,Kharif,Sugarcane,Sprinkler,254.46,13.17,80.99
119,94,70,6.71,26.28,Sandy,0.86,38.91,77.67,2552.85,7.95,12.65,South,825,Rabi,Cotton,Rainfed,223.54,22.17,9.68
115,94,111,6.16,28.96,Loamy,1.55,22.0,71.98,2178.22,5.38,2.22,North,1557,Kharif,Cotton,Rainfed,189.96,13.81,9.3
167,52,72,8.13,31.57,Silt,0.94,31.35,67.58,1753.6,5.06,5.31,West,1481,Rabi,Cotton,Rainfed,102.58,18.87,6.18
150,38,55,4.93,29.23,Clay,1.45,29.24,42.83,1692.72,7.83,16.35,East,1135,Kharif,Potato,Drip,64.76,18.64,23.61
105,20,138,5.53,23.15,Sandy,0.64,32.28,72.39,1459.01,4.74,1.44,South,1345,Rabi,Wheat,Drip,123.52,2.2,9.68
121,82,44,5.77,32.72,Loamy,0.87,26.53,62.44,1436.62,6.63,13.68,North,2003,Zaid,Maize,Drip,115.92,9.2,9.64
99,96,100,7.8,38.59,Clay,0.41,21.51,62.06,441.19,8.55,3.7,North,1158,Zaid,Rice,Sprinkler,125.44,24.74,7.15
177,20,56,7.92,42.59,Clay,0.85,15.39,37.17,838.55,8.08,15.16,North,1343,Rabi,Rice,Rainfed,162.57,5.35,7.67
162,40,38,7.68,22.82,Loamy,1.46,25.58,38.11,659.45,7.39,11.33,South,439,Rabi,Sugarcane,Sprinkler,193.99,8.95,73.82
52,55,54,6.22,53.97,Clay,1.38,11.83,31.94,1473.31,5.7,1.57,North,1155,Rabi,Wheat,Canal,301.12,24.44,11.08
166,89,126,7.91,30.58,Sandy,1.57,11.76,44.73,1022.38,6.1,1.14,East,509,Rabi,Sugarcane,Sprinkler,167.2,8.28,72.73
87,52,73,5.13,60.9,Sandy,1.27,28.4,59.6,1245.8,5.54,10.78,South,1533,Rabi,Maize,Canal,127.67,20.61,8.2
75,94,25,7.02,31.48,Loamy,0.65,24.41,51.54,2728.71,7.68,14.5,Central,1644,Kharif,Maize,Canal,346.73,10.86,11.04
51,97,148,7.99,58.14,Loamy,0.51,25.18,72.77,2210.96,10.21,13.14,West,655,Zaid,Cotton,Canal,349.39,23.36,7.93
37,57,53,7.37,32.63,Silt,0.53,19.56,54.45,649.02,9.9,6.02,East,791,Rabi,Rice,Drip,281.36,14.98,8.53
152,67,75,5.74,40.29,Silt,1.16,33.72,35.59,2322.63,9.6,13.31,East,87,Zaid,Rice,Canal,166.31,24.3,10.28
49,29,116,7.24,33.62,Sandy,0.8,16.04,73.48,1405.53,5.99,5.72,North,1987,Rabi,Sugarcane,Sprinkler,177.32,2.77,73.98
107,70,45,5.8,34.35,Loamy,0.84,27.58,41.05,2436.0,7.3,9.42,West,1614,Zaid,Cotton,Canal,112.26,6.77,6.95
68,70,110,5.18,45.93,Silt,1.42,35.81,48.9,2199.3,6.74,4.76,Central,889,Zaid,Cotton,Rainfed,136.27,14.96,5.58
66,45,57,7.24,49.65,Silt,1.24,35.02,60.04,1596.56,7.69,2.97,West,608,Rabi,Rice,Canal,255.68,2.83,9.21
104,97,78,5.41,58.52,Clay,0.57,10.86,63.25,2099.14,7.12,17.32,Central,794,Zaid,Maize,Rainfed,229.64,18.54,10.57
147,71,146,5.18,43.45,Clay,0.52,18.37,47.7,2642.92,7.2,12.02,East,438,Kharif,Sugarcane,Rainfed,193.52,23.31,75.85
133,65,43,6.68,25.84,Silt,1.37,31.44,57.64,1645.93,4.48,4.81,East,1800,Rabi,Rice,Canal,239.8,15.94,11.19
60,38,130,6.91,64.48,Clay,1.54,32.22,34.0,672.58,5.41,3.09,West,448,Rabi,Rice,Drip,200.29,17.52,9.37
152,72,40,4.97,49.19,Silt,0.54,24.48,39.6,1720.7,6.63,5.38,South,884,Rabi,Maize,Canal,337.28,3.92,12.55
83,87,79,4.82,33.74,Clay,1.54,16.07,65.94,417.32,5.64,7.31,North,1145,Zaid,Sugarcane,Sprinkler,308.17,15.97,74.4
63,18,109,7.8,63.41,Loamy,0.86,18.37,30.27,1434.45,10.13,15.71,West,490,Rabi,Wheat,Rainfed,280.43,10.87,9.4
151,24,25,5.19,62.92,Clay,1.48,34.03,41.04,857.66,10.31,12.6,South,2121,Rabi,Rice,Drip,89.27,18.85,5.79
142,77,29,6.79,18.98,Loamy,1.28,15.76,67.7,1913.74,8.84,7.12,West,1294,Kharif,Cotton,Rainfed,197.22,7.65,7.43
91,87,116,8.04,15.99,Sandy,1.48,38.27,43.94,1298.29,10.67,6.54,West,1836,Rabi,Wheat,Drip,237.78,16.61,8.83
52,97,99,6.54,17.22,Clay,1.14,25.03,79.08,1586.68,4.77,5.04,South,838,Kharif,Wheat,Sprinkler,85.63,1.93,5.93
75,29,36,5.28,49.27,Loamy,0.5,18.5,53.55,2529.36,6.43,2.92,Central,1647,Kharif,Cotton,Canal,324.29,7.76,10.36
85,77,102,6.14,50.54,Silt,0.38,21.69,72.85,1448.55,10.89,15.64,North,1970,Rabi,Rice,Drip,122.55,14.98,11.32
164,33,59,6.92,51.2,Sandy,1.12,17.7,83.1,2793.33,8.56,9.02,Central,550,Kharif,Maize,Rainfed,61.49,14.28,8.97
147,77,93,7.39,46.51,Clay,0.38,21.53,56.89,641.29,10.69,17.09,South,740,Kharif,Cotton,Drip,180.07,14.56,4.94
160,70,93,6.86,29.27,Silt,0.61,13.92,70.5,2443.31,5.48,14.26,South,1899,Kharif,Maize,Rainfed,96.07,11.64,10.68
142,35,69,4.92,23.36,Silt,0.57,34.69,80.6,1208.47,7.17,12.78,Central,1795,Zaid,Sugarcane,Sprinkler,270.97,15.12,74.14
73,48,29,5.29,61.39,Clay,0.86,38.91,44.78,2288.31,5.81,6.88,South,1744,Rabi,Maize,Rainfed,305.03,7.01,10.53
157,31,122,6.06,60.66,Clay,1.08,29.77,83.11,1546.9,10.34,9.0,North,2105,Kharif,Maize,Sprinkler,186.06,11.17,12.43
137,32,113,7.2,27.12,Loamy,1.48,34.26,81.62,1607.79,8.48,5.03,West,1600,Rabi,Sugarcane,Rainfed,342.19,3.95,75.72
46,95,148,6.79,23.4,Loamy,1.52,16.84,33.63,1632.39,8.76,14.59,North,1801,Kharif,Cotton,Rainfed,209.18,8.86,5.88
88,80,62,4.95,33.77,Sandy,1.58,11.88,58.26,904.14,8.23,8.93,South,492,Zaid,Potato,Rainfed,212.75,16.48,23.16
167,65,102,7.51,17.42,Clay,1.29,28.81,36.67,433.43,9.55,14.42,South,750,Zaid,Cotton,Drip,286.6,14.14,7.84
128,79,123,6.86,23.11,Sandy,1.5,34.53,83.17,1933.31,7.57,2.4,South,1556,Rabi,Potato,Rainfed,110.14,0.9,24.31
113,57,53,7.82,34.01,Loamy,1.33,35.03,44.38,364.18,10.07,6.35,East,1247,Zaid,Maize,Canal,116.41,17.67,7.85
175,71,43,6.22,26.94,Clay,1.48,25.98,52.26,2116.22,4.29,2.49,South,221,Zaid,Rice,Rainfed,300.19,14.92,10.11
74,24,60,6.47,51.84,Silt,0.44,28.66,86.28,1109.18,9.59,11.03,East,112,Rabi,Sugarcane,Canal,74.09,9.76,75.04
137,51,32,6.18,60.25,Sandy,1.55,21.05,63.72,1290.13,4.12,13.3,West,147,Rabi,Potato,Canal,136.39,14.97,23.32
91,62,47,7.26,60.46,Clay,0.6,34.92,85.62,2182.21,6.31,14.34,East,423,Kharif,Wheat,Rainfed,234.06,1.49,9.49
88,83,102,7.36,45.21,Silt,1.04,30.93,57.7,677.25,7.17,7.3,South,2167,Rabi,Rice,Drip,240.85,18.82,10.9
167,70,148,7.26,50.17,Loamy,0.97,15.58,88.97,1923.83,7.87,3.33,South,1904,Kharif,Rice,Canal,251.4,15.19,10.15
40,90,126,5.79,39.7,Silt,1.03,18.38,87.32,1731.64,10.33,17.46,North,1837,Rabi,Potato,Sprinkler,327.76,6.04,25.71
131,50,32,6.96,22.33,Sandy,1.21,14.56,31.21,1342.53,10.3,4.23,Central,2100,Kharif,Rice,Sprinkler,98.12,0.58,7.37
99,45,133,5.95,46.75,Clay,1.0,25.17,54.37,1864.01,9.75,6.49,North,1914,Zaid,Cotton,Sprinkler,174.23,15.94,8.93
152,69,125,7.64,32.5,Silt,1.2,16.07,87.0,1200.4,10.89,6.18,North,1077,Zaid,Sugarcane,Drip,123.82,21.74,73.27
63,52,24,4.99,15.29,Clay,0.99,14.76,78.86,961.09,6.09,14.09,Central,1299,Kharif,Sugarcane,Canal,296.93,2.86,73.95
130,87,116,4.93,43.75,Silt,0.32,14.81,42.72,523.4,9.17,15.22,South,1060,Kharif,Sugarcane,Sprinkler,118.23,22.41,72.0
174,29,33,5.15,24.92,Clay,1.12,17.98,83.09,1776.52,4.44,5.85,South,454,Rabi,Maize,Rainfed,261.61,20.93,9.98
133,30,99,5.49,59.33,Sandy,1.02,34.27,42.09,2700.32,6.24,5.82,North,931,Zaid,Maize,Rainfed,349.05,11.88,15.16
69,91,139,4.93,61.7,Loamy,1.06,38.15,86.17,2314.17,6.27,12.73,North,2054,Rabi,Sugarcane,Canal,175.85,9.67,75.33
48,67,54,5.04,23.11,Loamy,0.3,39.88,34.98,535.28,5.83,15.6,West,576,Kharif,Potato,Rainfed,195.79,5.88,23.64
96,70,22,5.84,16.47,Silt,0.91,11.21,86.78,848.61,10.83,3.57,South,2118,Kharif,Wheat,Drip,181.33,1.52,7.7
111,21,23,5.14,15.2,Sandy,1.44,27.07,34.94,1923.45,10.61,17.72,South,342,Kharif,Potato,Rainfed,217.69,6.86,24.3
93,71,100,7.53,60.65,Clay,0.73,17.99,43.67,305.12,6.75,12.61,North,1252,Zaid,Rice,Rainfed,189.73,20.49,8.53
112,69,130,4.98,22.6,Sandy,0.88,39.67,63.97,1707.76,6.6,6.13,South,376,Rabi,Potato,Canal,271.7,12.04,23.83
76,66,78,7.89,36.77,Sandy,0.46,39.53,41.28,2734.96,7.41,14.01,West,1498,Zaid,Cotton,Rainfed,62.79,1.1,3.6
35,18,93,7.76,17.86,Silt,0.89,38.02,53.35,1180.31,6.99,1.8,North,263,Rabi,Potato,Sprinkler,196.33,13.0,22.14
45,57,148,5.51,33.67,Loamy,0.81,10.43,40.14,2533.83,6.11,16.47,West,1591,Kharif,Potato,Sprinkler,226.77,18.31,26.04
175,54,78,5.04,54.27,Sandy,1.45,14.64,63.47,569.55,5.84,9.11,West,1079,Kharif,Maize,Rainfed,68.91,18.85,7.29
68,44,137,5.16,35.33,Silt,0.35,26.57,66.66,416.19,10.51,4.61,West,1572,Rabi,Cotton,Canal,91.39,21.28,3.04
142,24,122,6.7,53.78,Clay,1.54,15.62,43.23,1168.34,5.4,12.49,East,510,Zaid,Sugarcane,Drip,169.15,18.0,73.32
169,21,28,6.84,49.44,Loamy,1.05,35.65,47.49,1746.99,6.78,2.58,East,110,Kharif,Sugarcane,Canal,159.07,0.2,77.71
167,50,118,5.87,40.87,Loamy,0.99,30.99,74.29,2386.42,8.84,9.07,West,1783,Zaid,Rice,Drip,326.94,10.43,12.44
100,49,133,5.81,51.89,Clay,1.45,15.52,35.2,763.43,10.81,16.96,Central,1600,Zaid,Maize,Canal,63.48,8.39,9.35
139,53,81,6.61,58.96,Sandy,0.55,34.55,57.17,953.88,8.97,11.86,South,2025,Rabi,Rice,Sprinkler,296.91,11.38,10.35
84,50,81,5.84,54.65,Loamy,0.57,24.95,47.4,1497.06,7.81,2.61,Central,649,Rabi,Wheat,Sprinkler,75.68,19.82,9.24
158,34,29,7.98,49.59,Sandy,1.44,31.29,54.74,1164.68,7.25,15.9,North,2183,Rabi,Cotton,Rainfed,303.44,0.96,8.28
78,63,106,6.1,50.09,Silt,1.51,14.19,80.13,310.8,8.51,15.1,South,1457,Zaid,Potato,Rainfed,186.58,16.79,25.72
50,73,30,5.55,23.05,Clay,1.39,25.54,88.75,1126.44,8.8,13.57,Central,1412,Kharif,Maize,Sprinkler,246.1,10.16,9.22
66,63,81,5.3,62.53,Loamy,0.35,33.29,40.82,951.93,10.95,3.78,Central,2175,Rabi,Cotton,Canal,111.87,24.96,7.31
145,40,96,6.95,25.28,Clay,1.15,20.37,33.67,1562.75,6.45,11.5,North,875,Zaid,Maize,Rainfed,291.51,7.29,10.96
53,50,123,5.91,32.45,Loamy,0.89,15.6,41.82,590.12,5.49,14.35,West,745,Rabi,Maize,Drip,201.19,12.24,8.23
84,57,75,5.44,40.9,Clay,1.35,29.18,82.35,2012.66,6.98,13.13,North,1131,Rabi,Potato,Rainfed,73.63,23.68,24.89
54,57,129,5.74,21.31,Silt,0.51,29.32,82.77,1035.14,5.72,6.67,West,2174,Zaid,Rice,Canal,291.64,4.14,10.24
164,90,68,5.85,44.68,Silt,1.5,16.13,47.2,874.73,4.32,17.15,South,1369,Zaid,Sugarcane,Drip,274.81,14.39,75.64
156,47,35,6.93,24.13,Sandy,0.74,12.08,49.79,1061.48,10.77,4.39,North,2000,Rabi,Wheat,Sprinkler,282.14,15.61,9.22
122,92,92,5.39,61.17,Silt,0.72,14.99,69.84,1448.36,4.43,8.45,South,2083,Rabi,Sugarcane,Rainfed,197.12,15.48,75.02
123,59,135,7.29,59.43,Clay,0.53,18.27,50.51,2519.03,7.37,7.97,East,1271,Rabi,Cotton,Sprinkler,65.15,19.07,7.96
100,59,112,5.84,42.22,Clay,0.31,11.09,84.24,2018.49,7.35,16.24,East,2184,Rabi,Maize,Rainfed,313.82,3.39,11.59
151,29,52,6.46,37.47,Silt,0.71,37.68,78.06,743.44,5.3,4.55,Central,2167,Rabi,Wheat,Canal,244.01,17.84,8.93
53,31,107,7.03,20.13,Clay,0.49,16.92,51.47,1981.64,8.04,14.11,East,694,Kharif,Sugarcane,Sprinkler,317.83,4.05,75.53
40,26,58,6.65,56.17,Clay,1.26,32.17,88.34,682.84,9.77,10.05,East,874,Rabi,Maize,Drip,122.63,10.83,8.08
102,36,133,7.05,33.97,Clay,1.28,22.44,74.7,1096.57,10.13,11.33,North,1391,Kharif,Cotton,Rainfed,261.69,22.81,6.66
41,37,96,5.9,27.32,Sandy,1.38,25.06,75.44,1457.85,6.56,1.32,Central,1515,Kharif,Potato,Rainfed,334.53,3.99,27.36
64,92,106,8.08,64.76,Sandy,0.31,26.11,87.62,1890.39,5.36,12.48,North,2148,Kharif,Wheat,Rainfed,348.93,17.58,10.74
170,26,133,6.36,48.41,Loamy,0.76,33.18,55.84,1475.2,7.55,4.82,North,231,Kharif,Rice,Sprinkler,153.39,16.06,9.67
52,82,75,5.89,18.69,Clay,0.31,33.64,32.48,1758.84,4.85,8.71,North,999,Rabi,Maize,Drip,250.33,18.19,11.33
112,65,60,5.81,55.06,Sandy,0.96,14.24,89.46,2006.9,9.95,9.09,East,2031,Zaid,Potato,Canal,179.49,22.68,27.7
117,27,123,4.95,52.52,Silt,1.48,19.1,86.12,2704.29,7.22,17.35,Central,899,Rabi,Sugarcane,Canal,340.67,20.18,76.96
109,71,118,7.13,35.06,Clay,0.83,27.19,87.97,2564.51,10.23,8.91,West,1541,Rabi,Cotton,Rainfed,166.23,13.61,11.83
126,69,78,5.69,21.18,Clay,1.44,19.91,58.43,1566.37,4.26,8.1,North,1693,Kharif,Rice,Canal,159.53,5.16,7.37
169,96,141,8.06,39.87,Loamy,1.53,13.98,39.87,2156.99,9.92,13.93,Central,853,Kharif,Sugarcane,Canal,66.75,3.74,75.32
63,42,139,5.52,53.17,Silt,0.61,22.25,41.75,1396.84,5.82,8.15,Central,1591,Zaid,Wheat,Sprinkler,162.61,1.59,6.18
104,58,60,6.6,18.8,Silt,0.31,16.55,58.4,2715.1,10.69,15.88,East,76,Kharif,Rice,Rainfed,149.14,12.17,8.97
157,33,85,7.3,23.17,Clay,1.26,14.3,70.52,494.24,4.54,10.0,East,1774,Rabi,Cotton,Drip,97.37,21.72,3.55
170,60,81,7.76,45.95,Sandy,1.05,19.12,57.91,812.99,9.87,15.82,West,811,Rabi,Maize,Canal,69.97,5.43,6.34
60,17,59,5.33,42.98,Loamy,0.75,18.99,53.68,946.35,7.74,12.32,South,164,Rabi,Cotton,Drip,64.54,22.58,3.99
159,97,59,8.15,60.25,Loamy,0.78,12.92,87.81,1004.87,5.36,12.07,Central,1947,Kharif,Maize,Drip,169.83,3.86,9.3
132,34,121,7.88,55.74,Loamy,0.41,27.52,68.86,986.65,7.02,10.61,West,69,Zaid,Sugarcane,Canal,169.15,22.24,72.46
44,39,34,8.07,60.94,Clay,1.43,19.43,54.44,1811.51,6.12,9.44,West,2049,Rabi,Cotton,Canal,144.71,17.43,6.22
86,89,143,7.7,38.3,Loamy,0.61,15.2,71.39,2534.41,5.67,7.18,North,930,Zaid,Cotton,Canal,194.6,6.64,9.01
104,70,43,7.78,54.39,Sandy,0.43,34.56,77.51,468.21,8.35,14.62,South,20,Zaid,Cotton,Canal,327.73,24.49,8.15
63,95,67,6.84,17.44,Silt,1.31,10.08,52.04,2380.12,8.73,11.88,South,250,Rabi,Sugarcane,Drip,146.11,11.09,75.42
132,75,67,7.67,29.72,Sandy,0.93,23.63,58.51,1050.47,4.75,2.62,Central,852,Rabi,Cotton,Canal,285.7,4.54,7.74
104,69,66,6.62,47.21,Loamy,1.29,23.05,68.51,1773.28,9.08,12.51,South,1198,Zaid,Maize,Rainfed,71.8,17.13,8.33
58,49,124,6.63,53.18,Silt,1.47,30.13,68.26,1946.88,7.38,1.82,North,1054,Rabi,Sugarcane,Sprinkler,329.9,4.11,78.41
45,92,132,6.71,43.52,Loamy,0.8,21.68,40.53,1704.75,7.71,17.59,West,219,Zaid,Cotton,Canal,152.61,22.27,6.58
106,73,27,8.19,39.04,Loamy,0.37,25.38,59.82,535.77,9.21,6.46,Central,1065,Zaid,Rice,Drip,162.34,23.08,5.82
66,53,37,5.15,26.66,Clay,0.63,37.25,45.55,1509.8,7.02,3.0,West,1183,Kharif,Potato,Sprinkler,189.04,1.78,23.04
110,71,127,7.54,23.71,Silt,0.37,15.05,84.82,456.98,8.15,4.94,West,15,Zaid,Maize,Rainfed,140.7,12.02,8.28
178,97,103,5.73,58.77,Loamy,0.49,13.17,59.79,306.45,7.59,17.16,Central,1034,Rabi,Wheat,Sprinkler,320.67,1.6,9.65
153,81,84,6.03,22.11,Loamy,1.4,32.4,76.0,804.27,4.83,9.4,North,2157,Rabi,Maize,Sprinkler,73.94,9.27,8.06
48,48,128,5.07,36.76,Clay,1.52,32.29,32.65,1043.64,6.99,17.61,North,1344,Rabi,Potato,Canal,80.33,17.7,23.37
131,55,65,6.0,59.42,Silt,1.18,37.59,52.9,2016.31,9.85,6.54,South,2100,Zaid,Rice,Rainfed,172.25,9.18,11.45
165,36,85,8.17,22.39,Loamy,1.25,39.49,39.53,1260.77,4.21,1.73,Central,358,Rabi,Rice,Rainfed,107.73,23.3,8.35
106,41,99,6.15,21.38,Loamy,1.25,21.53,53.58,1523.4,4.24,16.62,Central,1717,Kharif,Cotton,Sprinkler,278.35,5.85,6.68
70,35,125,7.08,49.63,Sandy,0.46,21.32,77.7,1795.96,10.5,16.61,West,794,Rabi,Sugarcane,Canal,128.17,4.51,73.83
90,55,145,5.21,31.58,Sandy,0.36,37.14,85.61,385.4,9.74,7.0,West,144,Rabi,Wheat,Drip,142.42,16.33,6.0
55,45,32,7.94,36.79,Sandy,1.21,35.82,84.97,1169.72,4.02,12.22,South,78,Zaid,Maize,Sprinkler,134.8,22.88,9.07
100,41,47,7.61,46.28,Clay,0.35,21.26,37.13,1367.13,10.54,5.37,South,910,Rabi,Potato,Rainfed,320.82,0.25,24.28
132,51,142,6.11,33.95,Sandy,1.36,12.29,48.09,954.18,6.08,11.63,West,1025,Kharif,Maize,Sprinkler,298.7,20.24,10.88
99,80,86,5.98,54.99,Sandy,1.07,27.44,69.62,1239.63,7.15,2.09,North,525,Zaid,Cotton,Sprinkler,216.48,13.24,8.5
136,68,24,6.27,63.45,Loamy,0.45,18.06,42.21,1532.98,5.65,6.89,North,1660,Zaid,Rice,Drip,60.62,1.73,10.09
136,23,119,6.16,61.65,Clay,1.16,37.26,33.09,1771.02,5.24,7.59,Central,1061,Zaid,Cotton,Sprinkler,155.22,16.54,10.15
132,97,100,5.68,42.27,Silt,1.09,34.18,87.22,1026.31,4.86,6.29,North,631,Rabi,Potato,Rainfed,198.35,10.5,25.1
48,56,63,8.17,32.74,Loamy,0.79,37.03,49.77,2044.79,8.88,9.34,Central,1700,Rabi,Maize,Rainfed,211.0,10.52,9.73
97,50,138,7.56,36.69,Loamy,1.36,12.43,55.19,2451.19,4.1,12.19,East,1725,Zaid,Potato,Rainfed,131.56,2.2,24.96
99,24,65,5.71,31.51,Clay,0.7,35.94,46.35,633.33,6.72,9.5,West,1163,Kharif,Sugarcane,Canal,243.69,17.07,74.4
142,73,87,8.14,37.09,Clay,0.79,27.79,49.51,1025.53,7.18,8.6,South,714,Kharif,Cotton,Rainfed,115.4,2.72,4.96
86,54,147,4.85,15.65,Loamy,1.21,16.46,87.84,1165.58,6.05,12.26,East,1116,Kharif,Maize,Canal,197.63,12.12,10.03
90,68,68,6.29,17.76,Loamy,1.28,19.04,41.51,563.3,5.75,15.38,West,642,Rabi,Maize,Rainfed,171.41,20.77,8.39
121,53,121,6.74,53.57,Loamy,0.66,23.7,59.7,1828.35,8.3,8.55,South,1865,Zaid,Rice,Rainfed,161.93,18.62,10.03
59,21,96,4.93,31.74,Clay,0.32,28.83,68.29,826.72,9.8,9.04,East,9,Zaid,Potato,Rainfed,169.01,5.24,21.27
156,18,39,5.35,54.72,Loamy,0.53,16.98,43.46,2567.39,7.54,15.78,Central,1417,Rabi,Sugarcane,Canal,189.51,20.51,75.76
144,29,130,5.68,39.0,Loamy,0.64,16.21,72.94,644.9,8.98,1.14,South,910,Rabi,Sugarcane,Canal,131.21,22.03,75.26
35,90,134,7.25,55.3,Silt,1.48,36.76,70.95,2116.54,9.12,8.01,Central,1548,Kharif,Cotton,Sprinkler,131.83,18.5,7.49
47,62,31,8.0,48.18,Sandy,1.46,35.36,87.28,1943.46,10.35,1.38,North,14,Rabi,Maize,Rainfed,119.66,24.88,9.72
39,20,98,6.92,25.05,Sandy,1.16,33.0,57.62,1471.38,9.13,7.4,Central,1999,Rabi,Rice,Sprinkler,252.96,1.93,9.64
121,87,138,6.71,37.39,Sandy,1.22,32.83,53.08,1591.02,5.9,5.41,West,1509,Zaid,Wheat,Drip,134.11,1.85,9.6
168,49,55,6.62,50.22,Sandy,1.11,32.98,51.67,698.98,5.33,10.47,West,152,Kharif,Maize,Canal,67.47,15.68,7.43
106,86,27,5.99,31.53,Sandy,1.31,37.72,51.86,372.09,10.36,8.91,West,374,Zaid,Rice,Rainfed,186.5,8.23,7.92
130,85,47,7.61,24.67,Loamy,0.76,35.31,32.26,2657.97,9.37,2.74,South,320,Zaid,Maize,Canal,203.49,10.98,11.0
113,82,135,6.64,41.99,Loamy,1.01,21.66,44.17,389.59,8.38,10.05,West,2107,Zaid,Sugarcane,Drip,337.62,18.39,75.86
81,72,105,5.58,28.68,Silt,1.17,24.14,37.2,1739.66,10.64,12.79,West,61,Zaid,Wheat,Canal,243.01,22.61,7.81
60,91,68,5.27,44.72,Clay,0.91,28.14,82.84,2333.7,8.71,1.95,South,2088,Zaid,Sugarcane,Canal,90.68,5.95,74.38
174,33,99,8.15,28.59,Silt,1.3,24.27,33.37,312.86,8.45,1.55,West,1180,Kharif,Potato,Rainfed,190.65,4.4,24.16
139,76,24,4.86,60.33,Clay,1.51,18.91,51.91,1255.71,10.08,16.04,East,1282,Zaid,Maize,Sprinkler,277.21,18.78,9.93
122,85,65,7.97,32.2,Clay,1.16,35.83,43.17,1061.77,9.52,10.64,West,155,Rabi,Cotton,Canal,300.03,21.23,7.14
82,24,117,5.54,60.37,Silt,0.4,34.1,68.74,821.13,6.07,2.85,East,1366,Kharif,Rice,Drip,241.15,19.35,9.9
174,39,121,7.04,28.97,Loamy,1.09,21.7,49.58,713.42,7.5,13.21,West,2097,Zaid,Sugarcane,Drip,319.94,3.2,75.37
115,58,21,5.83,45.22,Silt,1.21,13.44,31.0,1242.29,8.6,15.56,North,1951,Rabi,Maize,Rainfed,214.63,18.98,10.36
31,72,44,7.72,21.51,Sandy,0.67,10.15,83.63,660.05,5.65,17.44,East,1939,Zaid,Potato,Drip,170.4,10.97,21.11
115,39,20,6.65,53.92,Silt,0.72,12.77,68.19,787.96,8.47,15.11,South,1688,Rabi,Maize,Canal,200.98,15.23,9.21
162,90,87,5.28,25.01,Loamy,1.07,14.64,30.08,1667.76,9.16,13.75,Central,9,Zaid,Sugarcane,Rainfed,73.69,10.06,72.18
33,54,88,5.72,58.2,Loamy,1.22,29.73,70.78,899.14,5.85,15.93,North,207,Kharif,Maize,Sprinkler,62.83,0.34,6.53
35,90,35,5.89,37.62,Clay,1.43,16.59,42.98,493.02,5.89,9.29,South,962,Rabi,Sugarcane,Canal,235.02,24.91,74.23
178,84,37,7.81,19.73,Clay,1.29,29.04,87.82,2462.24,10.95,9.27,North,1690,Kharif,Cotton,Canal,126.33,4.4,7.63
147,24,126,7.41,33.18,Silt,0.47,19.85,56.69,1383.43,6.56,12.49,West,414,Kharif,Sugarcane,Rainfed,179.87,16.83,74.01
118,80,36,7.62,53.99,Clay,0.75,36.85,43.39,2375.11,4.2,15.88,South,1681,Zaid,Wheat,Canal,259.25,5.54,9.35
43,39,144,4.98,18.81,Silt,0.49,24.07,31.81,429.4,5.19,4.55,Central,1492,Zaid,Cotton,Rainfed,170.44,0.93,4.61
85,85,101,6.77,46.29,Clay,1.28,30.19,33.52,1892.4,9.28,8.33,North,782,Kharif,Rice,Canal,252.6,24.72,9.26
110,25,23,8.2,40.36,Loamy,0.65,23.83,33.39,2346.29,8.72,13.83,Central,318,Zaid,Cotton,Canal,183.52,0.16,6.49
178,50,134,7.47,30.49,Clay,0.46,37.38,31.89,2040.9,9.84,5.81,North,1826,Kharif,Potato,Drip,68.6,15.44,23.01
75,63,114,5.21,52.78,Sandy,0.43,30.62,62.91,2407.81,8.61,1.95,Central,1061,Zaid,Rice,Drip,304.53,18.5,10.25
173,62,114,7.11,17.62,Loamy,0.45,29.26,80.8,580.57,8.25,8.0,Central,650,Zaid,Sugarcane,Sprinkler,287.82,14.14,74.78
45,21,50,7.33,39.88,Sandy,0.62,27.77,50.76,728.34,9.01,17.53,South,512,Zaid,Cotton,Rainfed,237.23,19.21,6.86
149,91,35,6.55,40.34,Loamy,1.32,39.66,50.92,698.11,10.31,11.98,West,1079,Zaid,Wheat,Sprinkler,203.57,4.27,8.16
